date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:40:20	32609/32609	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262ee0ad8-7f61%22	http://blackzmartx.local/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.6.8	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/plugins/elementor/assets/js/frontend-modules.mina4f3.js	(from http://blackzmartx.local/)
13:40:21	6475/6475	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226254194e-194b%22	http://blackzmartx.local/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from http://blackzmartx.local/)
13:40:22	19142/19142	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226254194e-4ac6%22	http://blackzmartx.local/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from http://blackzmartx.local/)
13:40:22	4910/4910	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226254194e-132e%22	http://blackzmartx.local/wp-includes/js/dist/hooks.min.js?ver=c6d64f2cb8f5c6bb49caca37f8828ce3	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-includes/js/dist/hooks.mincbb5.js	(from http://blackzmartx.local/)
13:40:23	10222/10222	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22625596ef-27ee%22	http://blackzmartx.local/wp-includes/js/dist/i18n.min.js?ver=ebee46757c6a411e38fd079a7ac71d94	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-includes/js/dist/i18n.min771a.js	(from http://blackzmartx.local/)
13:40:24	21207/21207	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262ee0633-52d7%22	http://blackzmartx.local/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.7.2	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/plugins/elementor-pro/assets/js/frontend.minf3df.js	(from http://blackzmartx.local/)
13:40:24	12198/12198	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262ee0adc-2fa6%22	http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://blackzmartx.local/)
13:40:25	20715/20715	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22625095f6-50eb%22	http://blackzmartx.local/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-includes/js/jquery/ui/core.min0028.js	(from http://blackzmartx.local/)
13:40:26	40477/40477	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262ee0ad8-9e1d%22	http://blackzmartx.local/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.6.8	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/plugins/elementor/assets/js/frontend.mina4f3.js	(from http://blackzmartx.local/)
13:40:27	24382/24382	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262ee0633-5f3e%22	http://blackzmartx.local/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.7.2	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/plugins/elementor-pro/assets/js/elements-handlers.minf3df.js	(from http://blackzmartx.local/)
13:40:29	1055/1055	---MC-	200	added ('OK')	application/rss+xml	etag:%22957779189501e06fbb7739683731518a%22	http://blackzmartx.local/feed/	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/feed/index.html	(from http://blackzmartx.local/)
13:40:30	166060/166060	---M--	200	added ('OK')	image/jpeg	etag:%2262ee794c-288ac%22	http://blackzmartx.local/wp-content/uploads/2022/08/186913288_331748558313217_2682003542220444955_n.jpg	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/uploads/2022/08/186913288_331748558313217_2682003542220444955_n.jpg	(from http://blackzmartx.local/)
13:40:45	92444/92444	---M--	200	added ('OK')	application/font-woff2	etag:%2262ee0ad9-1691c%22	http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.15.0	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.woff2	(from http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
13:40:49	235163/235163	---M--	200	added ('OK')	image/jpeg	etag:%2262ee794a-3969b%22	http://blackzmartx.local/wp-content/uploads/2022/08/141320484_233264471709905_7129577888706293933_n.jpg	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/uploads/2022/08/141320484_233264471709905_7129577888706293933_n.jpg	(from http://blackzmartx.local/)
13:40:53	557500/557500	---M--	200	added ('OK')	image/png	etag:%2262ee1ff7-881bc%22	http://blackzmartx.local/wp-content/uploads/2022/08/logo.png	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/uploads/2022/08/logo.png	(from http://blackzmartx.local/)
13:40:53	316720/316720	---M--	200	added ('OK')	image/svg+xml	etag:%2262ee0ad9-4d530%22	http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.15.0	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.svg	(from http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
13:41:02	210192/210192	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262ee0ad9-33510%22	http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.15.0	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.eot	(from http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
13:41:03	113372/113372	---M--	200	added ('OK')	application/font-woff	etag:%2262ee0ad9-1badc%22	http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.15.0	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.woff	(from http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
13:41:15	76764/76764	---M--	200	added ('OK')	application/font-woff2	etag:%2262ee0ada-12bdc%22	http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
13:41:15	747545/747545	---M--	200	added ('OK')	image/svg+xml	etag:%2262ee0ada-b6819%22	http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
13:41:18	90060/90060	---M--	200	added ('OK')	application/font-woff	etag:%2262ee0ada-15fcc%22	http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
13:41:21	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262ee0ada-20cca%22	http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
13:41:21	13276/13276	---M--	200	added ('OK')	application/font-woff2	etag:%2262ee0ada-33dc%22	http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
13:41:23	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262ee0ada-84f2%22	http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
13:41:23	210032/210032	---M--	200	added ('OK')	application/font-sfnt	etag:%2262ee0ad9-33470%22	http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.15.0	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.ttf	(from http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
13:41:23	144714/144714	---M--	200	added ('OK')	image/svg+xml	etag:%2262ee0ada-2354a%22	http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
13:41:25	16276/16276	---M--	200	added ('OK')	application/font-woff	etag:%2262ee0ada-3f94%22	http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
13:41:27	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262ee0ada-84f2%22	http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
13:41:28	918991/918991	---M--	200	added ('OK')	image/svg+xml	etag:%2262ee0ada-e05cf%22	http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from http://blackzmartx.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
13:41:29	6399/6399	---MCZ	200	added ('OK')	text/css	etag:W/%2262f0b402-18ff%22	http://blackzmartx.local/wp-content/uploads/elementor/css/post-12.css?ver=1659941890	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/uploads/elementor/css/post-129f81.css	(from http://blackzmartx.local/games/)
13:41:31	9241/9241	---MCZ	200	added ('OK')	application/json	date:Mon,%2008%20Aug%202022%2008:11:30%20GMT	http://blackzmartx.local/wp-json/wp/v2/pages/12	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-json/wp/v2/pages/12.json	(from http://blackzmartx.local/games/)
13:41:33	2324/2324	---MCZ	200	added ('OK')	application/json	date:Mon,%2008%20Aug%202022%2008:11:32%20GMT	http://blackzmartx.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fblackzmartx.local%2Fgames%2F	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-json/oembed/1.0/embedbda3.json	(from http://blackzmartx.local/games/)
13:41:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Aug%202022%2008:11:33%20GMT	http://blackzmartx.local/?p=12	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/index678b.html	(from http://blackzmartx.local/games/)
13:41:35	2397/2397	---MCZ	200	added ('OK')	text/xml	date:Mon,%2008%20Aug%202022%2008:11:34%20GMT	http://blackzmartx.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fblackzmartx.local%2Fgames%2F&format=xml	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-json/oembed/1.0/embed8298	(from http://blackzmartx.local/games/)
13:41:35	11395/11395	---MCZ	200	added ('OK')	text/css	etag:W/%2262ee0633-2c83%22	http://blackzmartx.local/wp-content/plugins/elementor-pro/assets/css/widget-call-to-action.min.css	C:/My%20Web%20Sites/BLACKZMART/blackzmartx.local/wp-content/plugins/elementor-pro/assets/css/widget-call-to-action.min.css	(from http://blackzmartx.local/games/)
